user_input,is_answerable,reference_contexts,query_style,source_file,filepath,retrieved_contexts,retrieved_file
tienen casas de segundaman en casaverso,yes,"['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Mal Escrito,BD1-00586,Banco\CasaVerso\BD1-00586 - Hay propiedades usadas.md,"['# Qué es CASAVERSO CASAVERSO es el ecosistema de vivienda y construcción de BancoEstado. Es una plataforma digital donde todos los mundos que hoy están dispersos -asesoría, financiamiento, inmobiliarias, corredores, notarías y trámites- se reúnen en un mismo lugar. CASAVERSO: el universo completo de la vivienda, en un solo lugar.', '# Hay propiedades usadas En este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.', '# El Nuevo Portal CASAVERSO es de BancoEstado Sí, este nuevo portal ha sido desarrollado por BancoEstado considerando las necesidades de los clientes, las condiciones actuales y futuras del mercado inmobiliario y las nuevas tecnologías emergentes a nivel mundial.']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00589 - Qué es CASAVERSO.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00586 - Hay propiedades usadas.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00582 - El Nuevo Portal CASAVERSO es de BancoEstado.md']"
cachai si hay propiedads usas para comprar?,yes,"['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Errores Ortograficos,BD1-00586,Banco\CasaVerso\BD1-00586 - Hay propiedades usadas.md,"['# Hay propiedades usadas En este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.', '# Hay propiedades para arriendo En este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.', '# Leasing Habitacional En qué consiste el Programa Este programa permite acceder a la oferta privada de viviendas nuevas o usadas de hasta 2.000 UF y 2.200 UF en las regiones del extremo norte y sur (Regiones de Arica y Parinacota, Antofagasta, Atacama, Magallanes, Provincia de Chiloé), a través de una sociedad inmobiliaria de leasing habitacional con la cual se celebra un contrato de arrendamiento con promesa de compraventa.']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00586 - Hay propiedades usadas.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00585 - Hay propiedades para arriendo.md', 's3://sand-sch-rag-eval-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00566 - Leasing Habitacional.md']"
preaprobación credenciales sitio web,yes,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Buscador de Palabras Clave,BD1-00587,Banco\CasaVerso\BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto? Si, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.', '# CRÉDITO PREAPROBADO Es una oferta de crédito a un consumidor cuyo riesgo ha sido previamente evaluado, con ciertas condiciones y plazos, donde el consumidor puede aceptar o rechazar el crédito. Requiere que el consumidor acepte formalmente el producto frente a la empresa.', '# Qué funcionalidades puedo acceder al registrar mis credenciales BancoEstado Una vez ingresaste con credenciales BancoEstado podrás visualizar si cuentas con una oferta hipotecaria disponible y/o solicitar una preaprobación en línea.']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00284 - CRÉDITO PREAPROBADO.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00590 - Qué funcionalidades puedo acceder al registrar mis credenciales BancoEstado.md']"
"Si yo estoy haciendo la preaprobación y me piden la clave del portal, ¿debo ingresarla?",yes,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Caso Hipotetico en Primera Persona,BD1-00587,Banco\CasaVerso\BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto? Si, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.', '# CRÉDITO PREAPROBADO Es una oferta de crédito a un consumidor cuyo riesgo ha sido previamente evaluado, con ciertas condiciones y plazos, donde el consumidor puede aceptar o rechazar el crédito. Requiere que el consumidor acepte formalmente el producto frente a la empresa.', '# Si soy cliente del BancoEstado, ¿puedo ingresar con mis credenciales del banco? Sí, puedes ingresar a tu cuenta en CASAVERSO con tu RUT y clave internet con la que ingresas habitualmente a tu Banca en Línea.']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00284 - CRÉDITO PREAPROBADO.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00593 - Si soy cliente del BancoEstado puedo ingresar con mis credenciales del banco.md']"
"oye, pa la preaprobación me pide meter mi usuario y contraseña del BancoEstado, ¿es en serio?",yes,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Coloquial Chileno Natural,BD1-00587,Banco\CasaVerso\BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto? Si, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.', '# Si soy cliente del BancoEstado, ¿puedo ingresar con mis credenciales del banco? Sí, puedes ingresar a tu cuenta en CASAVERSO con tu RUT y clave internet con la que ingresas habitualmente a tu Banca en Línea.', '# Es seguro compartir mi información personal en CASAVERSO Como en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00593 - Si soy cliente del BancoEstado puedo ingresar con mis credenciales del banco.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00584 - Es seguro compartir mi información personal en CASAVERSO.md']"
"No entiendo bien qué es eso de colocar mis datos de acceso al sitio de BancoEstado para seguir con el trámite, ¿me puedes explicar?",yes,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Principiante / Educativo,BD1-00587,Banco\CasaVerso\BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto? Si, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.', '# Si soy cliente del BancoEstado, ¿puedo ingresar con mis credenciales del banco? Sí, puedes ingresar a tu cuenta en CASAVERSO con tu RUT y clave internet con la que ingresas habitualmente a tu Banca en Línea.', '# Preguntas frecuentes CuentaRUT Apertura 100% digital 1.- ¿Puedo obtener la CuentaRUT sin ir al banco? Desde ahora, cualquier chileno(a) o extranjero(a) mayor de 18 años, con su cédula de identidad nacional vigente, podrá obtener CuentaRUT de forma 100% digital desde la App BancoEstado. No necesitas requisitos de renta ni antecedentes comerciales. También puedes obtenerla, a través de los Módulos de Atención Remota disponibles en las 73 comunas que hoy no disponen de servicios bancarios. 2.- Si aún no soy Cliente del banco, ¿cómo puedo obtener CuentaRUT de forma 100% digital? Te recomendamos realizarlo directamente desde la App BancoEstado, que puedes descargar desde “Play Store”, “Apple Store” ó “App Gallery, y sigue los pasos a continuación: Ingresa tu RUT y selecciona opción “abrir CuentaRUT” Necesitaremos confirmar tu identidad escaneando tu cédula de identidad por ambos lados y solicitaremos una foto de tu rostro. Te pediremos el ingreso de tu teléfono celular y email. Ambos registros quedarán guardados como datos de seguridad. Te enviaremos un SMS para validar información. Te pediremos ingresar otros datos como: dirección, ocupación y nivel de ingresos. Deberás crear la clave de tu tarjeta digital CuentaRUT Deberás Visualizar y aceptar los contratos Selecciona opción “Crear Cuenta” y la cuenta estará lista para ser usada! Recibirás un email con la documentación de tu CuentaRUT. 3.- Si ya soy Cliente del Banco, pero aún no tengo CuentaRUT, ¿cómo puedo obtenerla desde la App BancoEstado? Abre la App BancoEstado Ingresa la clave de acceso a la App En la siguiente pantalla (home) de la App, te aparecerá una campaña de apertura, la cual deberás seleccionar para avanzar en la contratación. Deberás Visualizar y aceptar los contratos Deberás crear la clave de tu tarjeta digital CuentaRUT Selecciona opción “Autorizar” y la cuenta estará lista para ser usada!']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00593 - Si soy cliente del BancoEstado puedo ingresar con mis credenciales del banco.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Cuidar Tu Dinero/Detalle Cuidar Tu Dinero/BD1-00050 - Preguntas frecuentes CuentaRUT_v1.0.md']"
¿Qué tengo que hacer para ingresar mis datos en la web y avanzar a la preaprobación?,yes,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Orientado a la Accion,BD1-00587,Banco\CasaVerso\BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto? Si, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.', '# CRÉDITO PREAPROBADO Es una oferta de crédito a un consumidor cuyo riesgo ha sido previamente evaluado, con ciertas condiciones y plazos, donde el consumidor puede aceptar o rechazar el crédito. Requiere que el consumidor acepte formalmente el producto frente a la empresa.', '# Qué pasa cuando envío una solicitud de aprobación de crédito hipotecario SI cuentas con una Oferta Preaprobada o se generó una preaprobación en línea y, navegaste desde una propiedad disponible en el Portal con entrega inmediata, se derivará tu solicitud a un ejecutivo de BancoEstado a cargo del proyecto en el cual estas interesado y, a la inmobiliaria del proyecto para que te contacten y avanzar en el proceso.']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00284 - CRÉDITO PREAPROBADO.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00591 - Qué pasa cuando envío una solicitud de aprobación de crédito hipotecario.md']"
oye tenngo que ponre mis datos de la web de banco estado pa seguir con la preaprob,yes,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Mal Escrito,BD1-00587,Banco\CasaVerso\BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto? Si, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.', '# Si soy cliente del BancoEstado, ¿puedo ingresar con mis credenciales del banco? Sí, puedes ingresar a tu cuenta en CASAVERSO con tu RUT y clave internet con la que ingresas habitualmente a tu Banca en Línea.', '# Cómo evalúo si me conviene portarme a Banco Estado Cuando Banco Estado te haga llegar la oferta de portabilidad, podrás realizar un comparativo de tus productos vigentes v/s los productos ofertados por Banco Estado. Podrás comparar indicadores como: Costo Anual Equivalente (CAE), Costo Total del Crédito (CTC), tasas de interés y comisiones de los productos de tal manera que puedas tomar una decisión bien informado.']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00593 - Si soy cliente del BancoEstado puedo ingresar con mis credenciales del banco.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Portabilidad/BD1-00537 - Cómo evalúo si me conviene portarme a Banco Estado.md']"
¿Tengo que poner mis credenciales del Banco Estasdo pa seguir la pre aprobayción?,yes,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Errores Ortograficos,BD1-00587,Banco\CasaVerso\BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto? Si, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.', '# Si soy cliente del BancoEstado, ¿puedo ingresar con mis credenciales del banco? Sí, puedes ingresar a tu cuenta en CASAVERSO con tu RUT y clave internet con la que ingresas habitualmente a tu Banca en Línea.', '# Qué antecedentes debo presentar ara acceder a la Portabilidad Financiera Para iniciar el proceso de portabilidad es suficiente con ingresar al formulario disponible en nuestro sitio web con tu cedula de identidad y solicitar la portabilidad, adjuntando el certificado de liquidación. En el caso de no adjuntar el certificado de liquidación, Banco Estado lo solicitara a la institución financiera de origen. En el caso de personas jurídicas también deberán adjuntar la escritura de personería del representante que ingresa la solicitud. Es posible que durante el proceso de portabilidad te solicitemos antecedentes adicionales, esto dependerá de los productos que solicites portar o abrir.']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00593 - Si soy cliente del BancoEstado puedo ingresar con mis credenciales del banco.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Portabilidad/BD1-00535 - Qué antecedentes debo presentar ara acceder a la Portabilidad Financiera.md']"
beneficios portal hipotecario,yes,"['# Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO\n\nA las personas que navegan les genera:\n\nCerteza en el proceso de evaluación, dándoles la seguridad de saber, de forma inmediata, que son sujetos de crédito hipotecario, a través de una preaprobación en línea,\n\nUna experiencia y asesoría en el proceso de navegación en la plataforma, al estar acompañado de una GuÍA mediante Vivi, una IA experta que lo acompañará en todo el proceso y lo ayudará a disminuir las dudas en torno al proceso de compra.\n\nPersonalizar el proceso de búsqueda proponiéndole alternativas de viviendas acordes a las necesidades de cada persona.\n']",Buscador de Palabras Clave,BD1-00588,Banco\CasaVerso\BD1-00588 - Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO.md,"['# Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO A las personas que navegan les genera: Certeza en el proceso de evaluación, dándoles la seguridad de saber, de forma inmediata, que son sujetos de crédito hipotecario, a través de una preaprobación en línea, Una experiencia y asesoría en el proceso de navegación en la plataforma, al estar acompañado de una GuÍA mediante Vivi, una IA experta que lo acompañará en todo el proceso y lo ayudará a disminuir las dudas en torno al proceso de compra. Personalizar el proceso de búsqueda proponiéndole alternativas de viviendas acordes a las necesidades de cada persona.', '# Qué beneficios tiene la Portabilidad Financiera para los clientes La Portabilidad Financiera busca dar mayor facilidad para que las personas se puedan cambiar de una Institución financiera a otra que le otorgue mejores condiciones, disminuyendo hasta en un 60% los costos en el caso de créditos hipotecarios y los tiempos. Dado lo anterior se podrá elegir con mayor libertad y facilidad aquella institución que te entreguen mejores beneficios.', '# Qué beneficios tiene la Portabilidad Financiera El objetivo de la ley, es que todos puedan acceder a servicios y productos financieros en mejores condiciones, además de disminuir el plazo para ejecutar estos trámites. La Portabilidad Financiera facilita el refinanciamiento de crédito y disminuye los tramites asociados, bajando los costos generados por el endeudamiento. En cuanto a las empresas, permite expandir la producción y así impulsar el crecimiento económico y la creación de empleo. Por ejemplo en el caso de un refinanciamiento de un crédito hipotecario de 1.000 UF, el costo disminuye en promedio de 700 mil pesos a 280 mil pesos, mientras que los plazos del cambio de entidad financiera bajan a 30 días aproximadamente.']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00588 - Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Portabilidad/BD1-00529 - Qué beneficios tiene la Portabilidad Financiera para los clientes.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Portabilidad/BD1-00533 - Qué beneficios tiene la Portabilidad Financiera.md']"
"Si gano 900000 al mes y quiero comprar una casa en Santiago, ¿el portal me da respuesta de crédito al instante?",no,"['# Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO\n\nA las personas que navegan les genera:\n\nCerteza en el proceso de evaluación, dándoles la seguridad de saber, de forma inmediata, que son sujetos de crédito hipotecario, a través de una preaprobación en línea,\n\nUna experiencia y asesoría en el proceso de navegación en la plataforma, al estar acompañado de una GuÍA mediante Vivi, una IA experta que lo acompañará en todo el proceso y lo ayudará a disminuir las dudas en torno al proceso de compra.\n\nPersonalizar el proceso de búsqueda proponiéndole alternativas de viviendas acordes a las necesidades de cada persona.\n']",Caso Hipotetico en Primera Persona,BD1-00588,Banco\CasaVerso\BD1-00588 - Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO.md,"['# ¿Cuánto dinero puedo pedir prestado para adquirir una vivienda? Podrás acceder hasta el 90% del menor valor entre la tasación y el precio de venta de la propiedad, considerando que el dividendo no debe superar el 25% de tu renta líquida o Ingreso familiar en caso de complementar renta. Estas condiciones estarán sujetas a la evaluación comercial y las políticas de riesgo vigentes de BancoEstado.', '# DS19 Para comprar una vivienda si aún no tengo Subsidio Puedes acceder a este programa con los siguientes requisitos: AHORRO + PERTENECER HASTA EL 90% EN RSH (Registro Social de Hogares) + No tener una propiedad (postulante, cónyuge, conviviente civil o integrantes del grupo familiar declarado). Me permite adquirir una vivienda de: HASTA 2.200 UF ¿Cómo se paga mi vivienda? AHORRO + SUBSIDIO + BONOS + APORTE (CONTADO O HIPOTECARIO) ¿Me pueden cobrar por gastos operacionales y de escrituración? Si el proyecto es de mi interés ¿qué pasos debo seguir? POR SUBSIDIO DS19 Paso 1: Tomar contacto con las inmobiliarias o constructoras que desarrollan el proyecto. Paso 2: Visitar la sala de ventas del proyecto inmobiliario seleccionado y verificar si existen cupos disponibles. Paso 3: Gestionar la reserva de la vivienda elegida con la Inmobiliaria o Constructora que desarrolla el proyecto. Si ya estoy inscrito en el proyecto debo solicitar a la entidad: Comprobante de inscripción al proyecto En las regiones de Arica y Parinacota, Tarapacá, Antofagasta, Atacama, Aysén, Magallanes y Antártica Chilena, Provincia de Chiloé y las comunas de Palena, Isla de Pascua y Juan Fernández el valor máximo puede llegar hasta las 2.400 UF', '# Cómo se financia la compra de una vivienda DS1 Tramo 3 ¿Cómo se financia la compra de una vivienda? AHORRO + SUBSIDIO HABITACIONAL + RECURSOS PROPIOS O CRÉDITO HIPOTECARIO El valor máximo de la vivienda y del subsidio que pueden obtener las familias varía según la zona geográfica donde se espera aplicar este aporte del Estado.']","['s3://sand-sch-rag-eval-data/data/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00110 - Cuánto dinero puedo pedir prestado para adquirir una vivienda_v1.0.md', 's3://sand-sch-rag-eval-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00558 - DS19 Para comprar una vivienda si aún no tengo Subsidio.md', 's3://sand-sch-rag-eval-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00555 - Cómo se financia la compra de una vivienda DS1 Tramo 3.md']"
"oye, ¿cómo sé al tiro si califico pa crédito y me muestran casas que me convengan?",no,"['# Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO\n\nA las personas que navegan les genera:\n\nCerteza en el proceso de evaluación, dándoles la seguridad de saber, de forma inmediata, que son sujetos de crédito hipotecario, a través de una preaprobación en línea,\n\nUna experiencia y asesoría en el proceso de navegación en la plataforma, al estar acompañado de una GuÍA mediante Vivi, una IA experta que lo acompañará en todo el proceso y lo ayudará a disminuir las dudas en torno al proceso de compra.\n\nPersonalizar el proceso de búsqueda proponiéndole alternativas de viviendas acordes a las necesidades de cada persona.\n']",Coloquial Chileno Natural,BD1-00588,Banco\CasaVerso\BD1-00588 - Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO.md,"['# Qué pasa cuando envío una solicitud de aprobación de crédito hipotecario SI cuentas con una Oferta Preaprobada o se generó una preaprobación en línea y, navegaste desde una propiedad disponible en el Portal con entrega inmediata, se derivará tu solicitud a un ejecutivo de BancoEstado a cargo del proyecto en el cual estas interesado y, a la inmobiliaria del proyecto para que te contacten y avanzar en el proceso.', '# ¿Cómo se verifica que el cliente sea elegible para solicitar este financiamiento? Al momento de solicitar tu financiamiento, el Ejecutivo del Banco validará que cumplas con los requisitos necesarios para acceder al programa Vivienda Nueva con garantía FOGAES.', '# Acreditación de ingresos Refinanciamiento Hipotecario Si eres trabajador Dependiente: Certificado que indique antigüedad, renta mensual y tipo de contrato que posees (debe ser contrato indefinido). El documento debe estar firmado y timbrado por el empleador. Si tienes renta fija, 3 últimas Liquidaciones de Sueldo. Si tienes renta variable, 6 últimas Liquidaciones de Sueldo. Certificado de cotizaciones previsionales de los últimos 12 meses emitido por la AFP o fotocopias de las planillas del INP, cuando corresponda. Si eres trabajador Independiente: Formulario de Iniciación de Actividades. Boletas de Honorarios correspondientes a los últimos 6 meses. Últimas 2 Declaraciones de Impuestos Anual a la Renta o Global Complementario. Si eres Jubilado o Pensionado: Última Liquidación de Jubilación o Pensión. Si eres Rentista: Contrato de arriendo de bienes raíces suscrito a tu nombre, debidamente notariado con antigüedad mínima de 1 año o con un anexo de contrato notariado, que acredite la vigencia del arriendo (en caso de estar suscrito por un tercero, debe indicar que se arrienda en representación de su dueño). Certificado de Dominio Vigente de las propiedades sujetas a contrato de arriendo o usufructo debidamente acreditado (si la propiedad arrendada se encuentra en garantía a favor de BancoEstado, se podrá validar internamente, sin exigir este certificado). Comprobante de transferencia electrónica o cartola de cuenta bancaria, con el monto del arriendo últimos 6 meses (El pago del arriendo debe ser mensual). Si eres Socio de una Empresa o persona natural con o sin giro comercial: Declaración de Impuestos Anual a la Renta Personal de los 2 últimos años. Balances Tributarios y Declaración de Impuesto a la Renta de las sociedades en que ha participado durante los 2 últimos años. Declaración Mensual de IVA o PPM de las empresas en que participa, de los últimos 12 meses.']","['s3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00591 - Qué pasa cuando envío una solicitud de aprobación de crédito hipotecario.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Fogaes/BD1-00137 - Cómo se verifica que el cliente sea elegible para solicitar este financiamiento_v1.0.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Refinanciamiento/BD1-00518 - Acreditación de ingresos Refinanciamiento Hipotecario.md']"
"No entiendo bien qué es la preaprobación en línea, ¿me puedes explicar?",yes,"['# Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO\n\nA las personas que navegan les genera:\n\nCerteza en el proceso de evaluación, dándoles la seguridad de saber, de forma inmediata, que son sujetos de crédito hipotecario, a través de una preaprobación en línea,\n\nUna experiencia y asesoría en el proceso de navegación en la plataforma, al estar acompañado de una GuÍA mediante Vivi, una IA experta que lo acompañará en todo el proceso y lo ayudará a disminuir las dudas en torno al proceso de compra.\n\nPersonalizar el proceso de búsqueda proponiéndole alternativas de viviendas acordes a las necesidades de cada persona.\n']",Principiante / Educativo,BD1-00588,Banco\CasaVerso\BD1-00588 - Qué beneficios pueden identificar las personas al utilizar el Portal de CASAVERSO.md,"['# CRÉDITO PREAPROBADO Es una oferta de crédito a un consumidor cuyo riesgo ha sido previamente evaluado, con ciertas condiciones y plazos, donde el consumidor puede aceptar o rechazar el crédito. Requiere que el consumidor acepte formalmente el producto frente a la empresa.', '# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto? Si, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.', '# Qué pasa cuando envío una solicitud de aprobación de crédito hipotecario SI cuentas con una Oferta Preaprobada o se generó una preaprobación en línea y, navegaste desde una propiedad disponible en el Portal con entrega inmediata, se derivará tu solicitud a un ejecutivo de BancoEstado a cargo del proyecto en el cual estas interesado y, a la inmobiliaria del proyecto para que te contacten y avanzar en el proceso.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00284 - CRÉDITO PREAPROBADO.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00587 - Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web esto es correcto.md', 's3://sand-sch-rag-eval-data/data/Banco/CasaVerso/BD1-00591 - Qué pasa cuando envío una solicitud de aprobación de crédito hipotecario.md']"
