user_input,is_answerable,reference_contexts,query_style,source_file,filepath,retrieved_contexts,retrieved_file
cachai si tengo los requisitos pa ser aseguable al seeguro,no,['# ASEGURABLE\n\nPersona que reúne las características predeterminadas para poder contratar una cobertura de seguro a su favor.\n'],Errores Ortograficos,BD1-00192,Educacion Financiera\Diccionario\BD1-00192 - ASEGURABLE.md,"['# ASEGURABLE Persona que reúne las características predeterminadas para poder contratar una cobertura de seguro a su favor.', '# ¿Cómo se verifica que el cliente sea elegible para solicitar este financiamiento? Al momento de solicitar tu financiamiento, el Ejecutivo del Banco validará que cumplas con los requisitos necesarios para acceder al programa Vivienda Nueva con garantía FOGAES.', '# SEGURO Es una contrato entre una persona y una compañía aseguradora, la cual toma sobre sí por un determinado tiempo los riesgos (señalados en el contrato) de pérdida o deterioro que corren ciertos objetos pertenecientes a la persona contratante, obligándose la compañía a indemnizar mediante una retribución convenida pre-establecida en caso de siniestro de un bien o una persona, a cambio del cobro de una prima. Su objeto es evitar que las personas sufran alteraciones en su nivel de vida, con motivo de las contingencias que puedan afectar sus medios de subsistencia.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00192 - ASEGURABLE.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Fogaes/BD1-00137 - Cómo se verifica que el cliente sea elegible para solicitar este financiamiento_v1.0.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00463 - SEGURO.md']"
"Si yo gano 800.000 al mes y soy quien firma el seguro de mi crédito hipotecario, ¿qué papel tengo?",no,"['# ASEGURADO\n\nEs la persona, titular del seguro, que traspasa el riesgo a la compañía de seguros.\n']",Caso Hipotetico en Primera Persona,BD1-00193,Educacion Financiera\Diccionario\BD1-00193 - ASEGURADO.md,"['# ¿Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario? Por ley, es obligatorio para los créditos hipotecarios, la contratación de los seguros de Desgravamen e Incendio, sismo y adicionales como salida de mar y otros, con el objeto de proteger los bienes dados en garantía o el pago de la deuda frente a determinados eventos que afecten al deudor. Para créditos hipotecarios con subsidio, además es obligatorio contratar el seguro de Desempleo o Incapacidad Temporal, sin costo para el cliente. De forma opcional se pueden contratar coberturas adicionales de Invalidez Total y Permanente 2/3, Desempleo o Incapacidad Temporal y seguros que amparen los contenidos. Puedes contratar la póliza colectiva a través del Banco o una póliza particular, siempre y cuando cumpla con los requisitos de cobertura exigidos por la CMF.', '# Seguros para crédito hipotecario Seguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal. Seguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.', '# Seguros Refinanciamiento Hipotecario Seguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal. Seguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.']","['s3://sand-sch-rag-eval-data/data/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00112 - Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario_v1.0.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00106 - Seguros para crédito hipotecario_v1.0.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Refinanciamiento/BD1-00525 - Seguros Refinanciamiento Hipotecario.md']"
ke me tiene el seguro po,no,"['# ASEGURADO\n\nEs la persona, titular del seguro, que traspasa el riesgo a la compañía de seguros.\n']",Mal Escrito,BD1-00193,Educacion Financiera\Diccionario\BD1-00193 - ASEGURADO.md,"['# ASEGURADO Es la persona, titular del seguro, que traspasa el riesgo a la compañía de seguros.', '# ASEGURABLE Persona que reúne las características predeterminadas para poder contratar una cobertura de seguro a su favor.', '# SEGURO Es una contrato entre una persona y una compañía aseguradora, la cual toma sobre sí por un determinado tiempo los riesgos (señalados en el contrato) de pérdida o deterioro que corren ciertos objetos pertenecientes a la persona contratante, obligándose la compañía a indemnizar mediante una retribución convenida pre-establecida en caso de siniestro de un bien o una persona, a cambio del cobro de una prima. Su objeto es evitar que las personas sufran alteraciones en su nivel de vida, con motivo de las contingencias que puedan afectar sus medios de subsistencia.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00193 - ASEGURADO.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00192 - ASEGURABLE.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00463 - SEGURO.md']"
"Si yo tengo una casa y me piden contratar un seguro para el crédito, ¿qué tipo de empresa debe ser el asegurador?",no,"['# ASEGURADOR\n\nEs la empresa que asume la cobertura del riesgo, vale decir, la que ofrece el seguro, previamente autorizada a operar como tal por la Superintendencia de Valores y Seguros.\n']",Caso Hipotetico en Primera Persona,BD1-00194,Educacion Financiera\Diccionario\BD1-00194 - ASEGURADOR.md,"['# ¿Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario? Por ley, es obligatorio para los créditos hipotecarios, la contratación de los seguros de Desgravamen e Incendio, sismo y adicionales como salida de mar y otros, con el objeto de proteger los bienes dados en garantía o el pago de la deuda frente a determinados eventos que afecten al deudor. Para créditos hipotecarios con subsidio, además es obligatorio contratar el seguro de Desempleo o Incapacidad Temporal, sin costo para el cliente. De forma opcional se pueden contratar coberturas adicionales de Invalidez Total y Permanente 2/3, Desempleo o Incapacidad Temporal y seguros que amparen los contenidos. Puedes contratar la póliza colectiva a través del Banco o una póliza particular, siempre y cuando cumpla con los requisitos de cobertura exigidos por la CMF.', '# ¿Están los bancos y entidades crediticias obligadas a contratar seguros de sismo para las viviendas hipotecadas? No, las entidades bancarias y crediticias solo están obligadas, al momento de otorgar un préstamo hipotecario y durante su vigencia, a contratar y mantener un seguro de incendio. La cobertura de sismo es opcional y sólo puede ser adquirida en forma adicional a la póliza de incendio.', '# Seguros para crédito hipotecario Seguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal. Seguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.']","['s3://sand-sch-rag-eval-data/data/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00112 - Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario_v1.0.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Preguntas Frecuentes/Seguros/BD1-00013 - Están los bancos y entidades crediticias obligadas a contratar seguros de sismo para las viviendas hipotecadas_v1.0.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00106 - Seguros para crédito hipotecario_v1.0.md']"
kiero saber quien es el aseguradro q cubre el riesgo del credito,no,"['# ASEGURADOR\n\nEs la empresa que asume la cobertura del riesgo, vale decir, la que ofrece el seguro, previamente autorizada a operar como tal por la Superintendencia de Valores y Seguros.\n']",Mal Escrito,BD1-00194,Educacion Financiera\Diccionario\BD1-00194 - ASEGURADOR.md,"['# SEGURO ASOCIADOS A CRÉDITOS Es un producto financiero por el cual el proveedor asume el riesgo de cubrir el crédito para el caso en que sucedan ciertas situaciones, a cambio del pago de una prima mensual. Los proveedores ofrecen seguros para anticiparse a una situación como cesantía, enfermedades, sismos, incendios o pérdida de la vida.', '# ASEGURADOR Es la empresa que asume la cobertura del riesgo, vale decir, la que ofrece el seguro, previamente autorizada a operar como tal por la Superintendencia de Valores y Seguros.', '# Seguros para crédito hipotecario Seguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal. Seguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00465 - SEGURO ASOCIADOS A CRÉDITOS.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00194 - ASEGURADOR.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00106 - Seguros para crédito hipotecario_v1.0.md']"
organizaciones defensa consumidor,no,"['# ASOCIACIÓN DE CONSUMIDORES\n\nSegún la Ley 19955, Art. Único Nº 6, D.O. 14.07.2004 se define como la organización constituida por personas naturales o jurídicas, independientes de todo interés económico, comercial o político, cuyo objetivo sea proteger, informar y educar a los consumidores y asumir la representación y defensa de los derechos de sus afiliados y de los consumidores que así lo soliciten, todo ello con independencia de cualquier otro interés.\n']",Buscador de Palabras Clave,BD1-00195,Educacion Financiera\Diccionario\BD1-00195 - ASOCIACIÓN DE CONSUMIDORES.md,"['# ASOCIACIÓN DE CONSUMIDORES Según la Ley 19955, Art. Único Nº 6, D.O. 14.07.2004 se define como la organización constituida por personas naturales o jurídicas, independientes de todo interés económico, comercial o político, cuyo objetivo sea proteger, informar y educar a los consumidores y asumir la representación y defensa de los derechos de sus afiliados y de los consumidores que así lo soliciten, todo ello con independencia de cualquier otro interés.', '# DERECHOS DEL CONSUMIDOR Conjunto de derechos establecidos legalmente que protegen a los consumidores en su relación con el mercado. Estos son: elegir libremente un determinado bien o servicio; acceder a información oportuna y veraz; no ser discriminado arbitrariamente por los proveedores; seguridad en el consumo de bienes y servicios; reparación e indemnización; educación para un consumo responsable; a retracto o terminar un contrato sin voluntad del proveedor y derecho a garantía, cambio o devolución del dinero. Los derechos citados y los otros contenidos en las leyes de consumo son irrenunciables anticipadamente para los consumidores.', '# LEY DE PROTECCIÓN AL CONSUMIDOR Es una legislación de carácter esencialmente tutelar que busca romper el desequilibrio natural que existe entre los dos principales agentes del mercado: proveedor y consumidor. Tiene por objeto normar las relaciones entre proveedores y consumidores, establecer las infracciones en perjuicio del consumidor y señalar el procedimiento aplicable en estas materias. La primera Ley de Derechos del Consumidor del país (Ley Nº 19.496) entró en vigencia en 1997, después de seis años de debate, esta fue modificada mediante la LEY-19955 del 14.07.2004. La legislación dio al Servicio Nacional del Consumidor (SERNAC) la responsabilidad de mediar cada vez que estos derechos supuestamente se infringieran.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00195 - ASOCIACIÓN DE CONSUMIDORES.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00296 - DERECHOS DEL CONSUMIDOR.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00384 - LEY DE PROTECCIÓN AL CONSUMIDOR.md']"
"Si gano 550.000 al mes y el banco me está cobrando comisiones altas en mi crédito de casa, ¿puedo acudir a una entidad que defienda a los consumidores para que me ayude?",no,"['# ASOCIACIÓN DE CONSUMIDORES\n\nSegún la Ley 19955, Art. Único Nº 6, D.O. 14.07.2004 se define como la organización constituida por personas naturales o jurídicas, independientes de todo interés económico, comercial o político, cuyo objetivo sea proteger, informar y educar a los consumidores y asumir la representación y defensa de los derechos de sus afiliados y de los consumidores que así lo soliciten, todo ello con independencia de cualquier otro interés.\n']",Caso Hipotetico en Primera Persona,BD1-00195,Educacion Financiera\Diccionario\BD1-00195 - ASOCIACIÓN DE CONSUMIDORES.md,"['# GASTOS DE COBRANZA Gastos que las empresas pueden cobrar cuando han transcurrido más de 20 días corridos de la fecha de vencimiento de la deuda, sin que el consumidor haya pagado en forma oportuna su obligación. Estos gastos no pueden ser mayores a los establecidos por la Ley: 9% cuando las deudas o cuotas son de hasta 10 UF, más un 6% para la parte de la deuda que exceda de 10 y hasta 50 UF, más un 3% para el monto que supere las 50 UF.', '# Esto es lo que ocurre al descuidar la cotización antes de solicitar financiamiento El acto de comparar precios se conoce como cotización y es una práctica esencial al solicitar un préstamo o al adquirir productos mediante el uso de tarjetas de crédito. No enfatizamos esto por simple insistencia, sino porque existen situaciones incómodas como las de estos ejemplos, que bien vale la pena evitar: Terminé abonando el doble por mi refrigerador por no considerar la Carga Anual Equivalente (CAE) y el Costo Total del Crédito (CTC). - ""Me agradaba un refrigerador en una tienda",pero observé que en otra tienda las cuotas para la adquisición del mismo eran más bajas. Sin pensarlo mucho
"oye, ¿qué hacen los grupos que defienden a los consumidores? ¿Cómo los contacto?",no,"['# ASOCIACIÓN DE CONSUMIDORES\n\nSegún la Ley 19955, Art. Único Nº 6, D.O. 14.07.2004 se define como la organización constituida por personas naturales o jurídicas, independientes de todo interés económico, comercial o político, cuyo objetivo sea proteger, informar y educar a los consumidores y asumir la representación y defensa de los derechos de sus afiliados y de los consumidores que así lo soliciten, todo ello con independencia de cualquier otro interés.\n']",Coloquial Chileno Natural,BD1-00195,Educacion Financiera\Diccionario\BD1-00195 - ASOCIACIÓN DE CONSUMIDORES.md,"['# ASOCIACIÓN DE CONSUMIDORES Según la Ley 19955, Art. Único Nº 6, D.O. 14.07.2004 se define como la organización constituida por personas naturales o jurídicas, independientes de todo interés económico, comercial o político, cuyo objetivo sea proteger, informar y educar a los consumidores y asumir la representación y defensa de los derechos de sus afiliados y de los consumidores que así lo soliciten, todo ello con independencia de cualquier otro interés.', '# CONSUMIDORES O USUARIOS Personas naturales o jurídicas que, en virtud de cualquier acto jurídico oneroso, adquieren, utilizan, o disfrutan, como destinatarios finales, de los bienes o servicios adquiridos.', '# DERECHOS DEL CONSUMIDOR Conjunto de derechos establecidos legalmente que protegen a los consumidores en su relación con el mercado. Estos son: elegir libremente un determinado bien o servicio; acceder a información oportuna y veraz; no ser discriminado arbitrariamente por los proveedores; seguridad en el consumo de bienes y servicios; reparación e indemnización; educación para un consumo responsable; a retracto o terminar un contrato sin voluntad del proveedor y derecho a garantía, cambio o devolución del dinero. Los derechos citados y los otros contenidos en las leyes de consumo son irrenunciables anticipadamente para los consumidores.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00195 - ASOCIACIÓN DE CONSUMIDORES.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00256 - CONSUMIDORES O USUARIOS.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00296 - DERECHOS DEL CONSUMIDOR.md']"
"Si yo firmo como aval para que mi hermano obtenga un crédito hipotecario y él deja de pagar, ¿qué consecuencias tendría para mí?",no,"['# AVAL (ENDEUDAMIENTO)\n\nSignifica comprometerse a pagar la deuda de otra persona, si ésta no paga su respectiva obligación. Ejemplo: Cuando un consumidor pide un crédito, firma un contrato con un banco. En caso de que el consumidor no cumpla con lo acordado, será el aval al que le exigirán su cumplimiento.\n']",Caso Hipotetico en Primera Persona,BD1-00196,Educacion Financiera\Diccionario\BD1-00196 - AVAL (ENDEUDAMIENTO).md,"['# ¿Es posible pagar anticipadamente un crédito hipotecario? El crédito hipotecario puede prepagarse parcial o totalmente, con ahorros para quien realiza dicha operación, esto es, cancelar el o los dividendos del crédito antes de la fecha de vencimiento previamente pactada con el banco. Sin embargo, existen ciertas normas que deben observarse al respecto y que son diferentes según se trate de un crédito con letras hipotecarias o un crédito con mutuo hipotecario.', '# Si me porto con un crédito hipotecario a banco estado, Se debe firmar una nueva escritura Si, se debe firmar una nueva escritura. La ventaja de la portabilidad es que los fondos serán desembolsados de inmediato, ya que no se requiere alzamiento ni nueva constitución de la garantía.', '# ¿Quiénes intervienen en el otorgamiento de un Crédito Hipotecario? Cliente: Comprador (es). BancoEstado: Entidad que otorga el Crédito Hipotecario. Vendedor (es). Banco que financió al vendedor en caso de una propiedad con deuda e hipoteca vigente. Compañías de Seguros. Notario. Conservador de Bienes Raíces.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00008 - Es posible pagar anticipadamente un crédito hipotecario_v1.0.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Portabilidad/BD1-00532 - Si me porto con un crédito hipotecario a banco estado.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00117 - Quiénes intervienen en el otorgamiento de un Crédito Hipotecario_v1.0.md']"
"oye po, ¿qué pasa si no tengo a nadie que me haga de garantía para el crédito?",no,"['# AVAL (ENDEUDAMIENTO)\n\nSignifica comprometerse a pagar la deuda de otra persona, si ésta no paga su respectiva obligación. Ejemplo: Cuando un consumidor pide un crédito, firma un contrato con un banco. En caso de que el consumidor no cumpla con lo acordado, será el aval al que le exigirán su cumplimiento.\n']",Coloquial Chileno Natural,BD1-00196,Educacion Financiera\Diccionario\BD1-00196 - AVAL (ENDEUDAMIENTO).md,"['# SEGURO ASOCIADOS A CRÉDITOS Es un producto financiero por el cual el proveedor asume el riesgo de cubrir el crédito para el caso en que sucedan ciertas situaciones, a cambio del pago de una prima mensual. Los proveedores ofrecen seguros para anticiparse a una situación como cesantía, enfermedades, sismos, incendios o pérdida de la vida.', '# ¿Quiénes intervienen en el otorgamiento de un Crédito Hipotecario? Cliente: Comprador (es). BancoEstado: Entidad que otorga el Crédito Hipotecario. Vendedor (es). Banco que financió al vendedor en caso de una propiedad con deuda e hipoteca vigente. Compañías de Seguros. Notario. Conservador de Bienes Raíces.', '# ¿Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario? Por ley, es obligatorio para los créditos hipotecarios, la contratación de los seguros de Desgravamen e Incendio, sismo y adicionales como salida de mar y otros, con el objeto de proteger los bienes dados en garantía o el pago de la deuda frente a determinados eventos que afecten al deudor. Para créditos hipotecarios con subsidio, además es obligatorio contratar el seguro de Desempleo o Incapacidad Temporal, sin costo para el cliente. De forma opcional se pueden contratar coberturas adicionales de Invalidez Total y Permanente 2/3, Desempleo o Incapacidad Temporal y seguros que amparen los contenidos. Puedes contratar la póliza colectiva a través del Banco o una póliza particular, siempre y cuando cumpla con los requisitos de cobertura exigidos por la CMF.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00465 - SEGURO ASOCIADOS A CRÉDITOS.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00117 - Quiénes intervienen en el otorgamiento de un Crédito Hipotecario_v1.0.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00112 - Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario_v1.0.md']"
No entiendo bien qué quiere decir que alguien se haga responsable de la deuda de otro,no,"['# AVAL (ENDEUDAMIENTO)\n\nSignifica comprometerse a pagar la deuda de otra persona, si ésta no paga su respectiva obligación. Ejemplo: Cuando un consumidor pide un crédito, firma un contrato con un banco. En caso de que el consumidor no cumpla con lo acordado, será el aval al que le exigirán su cumplimiento.\n']",Principiante / Educativo,BD1-00196,Educacion Financiera\Diccionario\BD1-00196 - AVAL (ENDEUDAMIENTO).md,"['# DEUDOR RESPONSABLE Es el consumidor que paga oportunamente sus cuentas. Además, mientras cumple puntualmente con sus compromisos evita contraer nuevas deudas que excedan su capacidad de pago.', '# DEUDA Vínculo en virtud del cual una persona, denominada deudor, se compromete a pagar a otra, denominada acreedor, una suma determinada de dinero o ciertos bienes y servicios específicos. Las deudas se originan normalmente cuando los acreedores otorgan préstamos a los deudores, que éstos entonces se comprometen a devolver en cierto plazo y bajo determinadas condiciones. Ej. Es la obligación que alguien tiene de pagar o reintegrar algo a otra persona.', '# ENDEUDAMIENTO Es el nivel de deuda que asume una persona según su capacidad de pago. Se debe considerar que las deudas no deben alterar el pago de los gastos básicos del hogar.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00302 - DEUDOR RESPONSABLE.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00301 - DEUDA.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00325 - ENDEUDAMIENTO.md']"
¿Qué hago primero para ser aval de un préstamo y qué papeles llevo?,no,"['# AVAL (ENDEUDAMIENTO)\n\nSignifica comprometerse a pagar la deuda de otra persona, si ésta no paga su respectiva obligación. Ejemplo: Cuando un consumidor pide un crédito, firma un contrato con un banco. En caso de que el consumidor no cumpla con lo acordado, será el aval al que le exigirán su cumplimiento.\n']",Orientado a la Accion,BD1-00196,Educacion Financiera\Diccionario\BD1-00196 - AVAL (ENDEUDAMIENTO).md,"['# Buen comportamiento y endeudamiento Al momento de la evaluación, el o los solicitantes, deberán contar con un endeudamiento que permita al cliente asumir una obligación crediticia y un buen comportamiento de pago de sus obligaciones financieras. Los antecedentes de endeudamiento y comportamiento deben cumplirse al momento de presentar la solicitud, como también al momento de la resolución del crédito', '# ¿Qué antecedentes necesito presentar al Banco para realizar la evaluación de mi Crédito Hipotecario? Debes cumplir con los requisitos solicitados y presentar los antecedentes legales requeridos:', '# Lo que debes saber antes de solicitar un crédito Una vez conocida tu capacidad de pago, puedes informarte acerca del crédito y las alternativas existentes. El crédito es un préstamo de dinero que un banco o entidad financiera entrega a sus clientes, con el compromiso de que se lo devuelvan mediante cuotas (según sea pactado), y con un recargo que se denomina interés. Antes de solicitar un crédito, define: 1. ¿Para qué lo necesitas?¿Es un gasto prioritario o no lo es? Lo primero es diferenciar entre deseos y necesidades. Por ejemplo, un auto podría ser una necesidad, pero uno último modelo pasa a convertirse en un deseo. 2. ¿Es la única alternativa para adquirir lo que necesitas?Tal vez puedas alcanzar tus metas a través del ahorro, aunque te lleve un poco más de tiempo. 3. ¿Cuánto necesitas pedir?No te tientes con un saldo extra que te pueda meter en aprietos económicos a futuro. 4. ¿Cuánto puedes pagar mensualmente?Un nivel de endeudamiento ideal no sobrepasa el 30% del ingreso líquido familiar disponible. 5. ¿Puedes sostener el pago de una cuota de crédito durante un plazo determinado?Calcula lo que debes pagar y si puedes mantener tu flujo durante la duración del crédito. Conoce aquí los distintos tipos de créditos: Línea de CréditoEs un monto de dinero, determinado por un contrato, que una entidad financiera entrega al titular de una cuenta corriente, para ser utilizado cuando no tenga fondos en su cuenta. La línea de crédito normalmente está sujeta al pago de intereses sobre el monto que se haya utilizado. Además, según la institución financiera, puede originar comisiones por su utilización y por eventuales seguros asociados (por ejemplo, de desgravamen, que cubre la deuda ante el fallecimiento del titular).']","['s3://sand-sch-rag-eval-data/data/Banco/Negocio/BD1-00595 - Buen comportamiento y endeudamiento.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00109 - Qué antecedentes necesito presentar al Banco para realizar la evaluación de mi Crédito Hipotecario_v1.0.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Cuidar Tu Dinero/Detalle Cuidar Tu Dinero/BD1-00038 - Lo que debes saber antes de solicitar un crédito_v1.0.md']"
